Date,open,high,low,close,adjclose,volume,growth_rate
2009-09-30,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,0.0,
2009-10-31,17.02681827545166,17.040454604408957,16.97318189794367,16.986363671042703,16.986363671042703,32.81818181818182,-0.0002140141332810447
2009-11-30,16.994285583496094,17.051904769170854,16.961904707409087,17.01523817153204,17.01523817153204,2546.095238095238,0.0016998635522304639
2009-12-31,17.615909056230024,17.67818173495206,17.59272714094682,17.645454320040617,17.645454320040617,3545.590909090909,0.03703833835032546
2010-01-31,18.24950008392334,18.30300016403198,18.185500049591063,18.22400016784668,18.22400016784668,715.15,0.03278724578652448
2010-02-28,18.120999813079834,18.174499988555908,18.035999870300294,18.110500144958497,18.110500144958497,4327.0,-0.0062280521204359255
2010-03-31,19.241304314654805,19.306956664375637,19.2221738566523,19.280434732851774,19.280434732851774,4966.347826086957,0.06459979451307185
2010-04-30,20.09950017929077,20.142249965667723,20.048999977111816,20.085499954223632,20.085499954223632,365.7,0.041755553364163235
2010-05-31,19.71333358401344,19.78761909121559,19.599047797066824,19.686190468924387,19.686190468924387,1706.2380952380952,-0.01988048523608082
2010-06-30,19.73318186673251,19.774318174882367,19.655681870200418,19.699091044339266,19.699091044339266,22383.136363636364,0.0006553109112320504
2010-07-31,19.034090995788574,19.136136401783336,18.93977269259366,19.000227147882637,19.000227147882637,2844.0454545454545,-0.03547696159602526
2010-08-31,19.253863768144086,19.32931813326749,19.18272738023238,19.25886362249201,19.25886362249201,25771.0,0.01361228329516035
2010-09-30,19.678409056230024,19.745681936090644,19.61409091949463,19.680000045082785,19.680000045082785,10411.318181818182,0.0218671480750784
2010-10-31,19.455237978980655,19.505952290126256,19.417618978591193,19.463333311535063,19.463333311535063,16568.619047619046,-0.011009488468058116
2010-11-30,20.113636016845703,20.17704538865523,20.05886346643621,20.129318237304688,20.129318237304688,6290.954545454545,0.034217413590452384
2010-12-31,21.257272807034578,21.342272671786223,21.192045558582652,21.279090794649992,21.279090794649992,6602.318181818182,0.05711929951082431
2011-01-31,21.802380970546178,21.851904823666526,21.68047605242048,21.740476063319615,21.740476063319615,7792.9047619047615,0.021682564970568446
2011-02-28,21.953250122070312,22.04300022125244,21.895000076293947,21.979500007629394,21.979500007629394,26754.15,0.010994420895550578
2011-03-31,21.09782600402832,21.13869559246561,20.987391513326894,21.03847827082095,21.03847827082095,6922.391304347826,-0.04281360979466333
2011-04-30,20.93552629571212,20.995263149863796,20.863420988384046,20.9299999036287,20.9299999036287,1827.4736842105262,-0.005156188855289059
2011-05-31,21.159318230368875,21.209772803566672,21.120454528115012,21.162272626703437,21.162272626703437,4201.909090909091,0.011097597904645295
2011-06-30,20.442727088928223,20.489545475352894,20.33045447956432,20.3865909576416,20.3865909576416,2242.5,-0.03665398715651401
2011-07-31,21.023095357985724,21.094047637212846,20.961428687686013,21.038571403140114,21.038571403140114,16262.0,0.031980846962259175
2011-08-31,18.779347792915676,18.874999917071797,18.55760856296705,18.680217245350715,18.680217245350715,35727.217391304344,-0.11209668720364745
2011-09-30,18.83090894872492,18.898636384443805,18.737727078524504,18.816136273470793,18.816136273470793,2654.2727272727275,0.007276094615757576
2011-10-31,19.313809531075613,19.422618865966797,19.248095466977073,19.336666470482236,19.336666470482236,41410.80952380953,0.027664032054516285
2011-11-30,19.515909021550957,19.659090648997914,19.423409028486773,19.539090850136496,19.539090850136496,38859.13636363636,0.01046842173976911
2011-12-31,20.28547632126581,20.33714285350981,20.201190585181827,20.249999909173873,20.249999909173873,778.1428571428571,0.036383937435472365
2012-01-31,21.486136349764738,21.559318282387473,21.429090933366254,21.492954427545722,21.492954427545722,6204.636363636364,0.06138047031836049
2012-02-29,22.121666590372723,22.183095296223957,22.09142848423549,22.136666797456286,22.136666797456286,3979.1428571428573,0.02994992485005091
2012-03-31,22.599545392123137,22.654545437205922,22.511363636363637,22.58022741837935,22.58022741837935,42983.5,0.020037371704670324
2012-04-30,22.39131596213893,22.425526367990596,22.29999993976794,22.352631819875615,22.352631819875615,3438.7368421052633,-0.01007942011773022
2012-05-31,21.935909097844903,22.002500013871625,21.875909025018867,21.91613622145219,21.91613622145219,27082.409090909092,-0.01952770492266143
2012-06-30,21.94261923290434,22.005237942650204,21.84476171221052,21.924285434541247,21.924285434541247,10971.380952380952,0.00037183621267504946
